"Pasted","Symbol","Ensembl Gene ID","Entrez","Type","Species","Chr","Position (Mbp)","Description","percentage_gc_content","transcript_count","genomeSpan","cds_length","transcript_length","FiveUTR","ThreeUTR","nExons"
"LOC111120164","LOC111120164","LOC111120164",NA,"protein_coding","Eastern oyster","NC_035781.1",20.476356,"multidrug resistance-associated protein 1-like",NA,1,30632,4680,30632,NA,NA,33
"LOC111127805","LOC111127805","LOC111127805",NA,"protein_coding","Eastern oyster","NC_035783.1",20.478654,"uncharacterized LOC111127805- transcript variant X2",NA,2,1830,765,1824,NA,NA,4
"LOC111126343","LOC111126343","LOC111126343",NA,"protein_coding","Eastern oyster","NC_035782.1",20.511155,"CD63 antigen-like",NA,1,9352,828,9352,NA,NA,9
"LOC111118916","LOC111118916","LOC111118916",NA,"protein_coding","Eastern oyster","NC_035781.1",20.56383,NA,NA,1,26854,5904,26854,NA,NA,40
"LOC111130142","LOC111130142","LOC111130142",NA,"protein_coding","Eastern oyster","NC_035783.1",20.594436,"limbic system-associated membrane protein-like- transcript variant X1",NA,3,34884,1251,34876,NA,NA,11
"LOC111124702","LOC111124702","LOC111124702",NA,"protein_coding","Eastern oyster","NC_035782.1",20.622169,"collagen alpha-1(I) chain-like",NA,1,26953,5262,26953,NA,NA,59
"LOC111127212","LOC111127212","LOC111127212",NA,"protein_coding","Eastern oyster","NC_035782.1",20.649758,"glycine-rich cell wall structural protein-like- transcript variant X1",NA,2,1861,573,1847,NA,NA,5
"LOC111129537","LOC111129537","LOC111129537",NA,"protein_coding","Eastern oyster","NC_035783.1",20.665997,"TWiK family of potassium channels protein 7-like",NA,1,5732,1218,5732,NA,NA,2
"LOC111130077","LOC111130077","LOC111130077",NA,"protein_coding","Eastern oyster","NC_035783.1",20.671777,"muscle M-line assembly protein unc-89-like",NA,1,16246,2679,16246,NA,NA,7
"LOC111122153","LOC111122153","LOC111122153",NA,"protein_coding","Eastern oyster","NC_035781.1",20.72691,"uncharacterized LOC111122153",NA,1,12819,1764,12819,NA,NA,9
"LOC111129914","LOC111129914","LOC111129914",NA,"protein_coding","Eastern oyster","NC_035783.1",20.774163,"protein FAM227B-like- transcript variant X1",NA,4,9077,1877,9077,NA,NA,17
"LOC111131437","LOC111131437","LOC111131437",NA,"protein_coding","Eastern oyster","NC_035783.1",20.917505,"ribosome-binding protein 1-like- transcript variant X8",NA,18,16592,3158,16591,NA,NA,27
"LOC111130434","LOC111130434","LOC111130434",NA,"protein_coding","Eastern oyster","NC_035783.1",20.975215,"potassium voltage-gated channel subfamily H member 1-like",NA,1,27042,4215,27042,NA,NA,10
"LOC111100233","LOC111100233","LOC111100233",NA,"protein_coding","Eastern oyster","NC_035785.1",21.003651,"organic cation transporter protein-like- transcript variant X2",NA,2,39736,1674,26378,NA,NA,12
"LOC111120619","LOC111120619","LOC111120619",NA,"protein_coding","Eastern oyster","NC_035781.1",21.026211,"probable 60S ribosomal protein L37-A",NA,1,6336,306,6336,NA,NA,4
"LOC111132210","LOC111132210","LOC111132210",NA,"protein_coding","Eastern oyster","NC_035784.1",21.066046,"transcriptional regulator ERG homolog",NA,1,5538,726,5538,NA,NA,4
"LOC111119607","LOC111119607","LOC111119607",NA,"protein_coding","Eastern oyster","NC_035781.1",21.305476,"allatostatin-A receptor-like- transcript variant X5",NA,6,123917,1192,55380,NA,NA,4
"LOC111135360","LOC111135360","LOC111135360",NA,"protein_coding","Eastern oyster","NC_035784.1",21.327096,"alanine--glyoxylate aminotransferase 2- mitochondrial-like",NA,1,23092,1458,23092,NA,NA,14
"LOC111100032","LOC111100032","LOC111100032",NA,"protein_coding","Eastern oyster","NC_035785.1",21.38675,"parathyroid hormone/parathyroid hormone-related peptide receptor-like- transcript variant X2",NA,2,31821,1308,31820,NA,NA,12
"LOC111123251","LOC111123251","LOC111123251",NA,"protein_coding","Eastern oyster","NC_035782.1",21.424273,"prion-like-(Q/N-rich) domain-bearing protein 25",NA,1,11329,855,11329,NA,NA,21
"LOC111122672","LOC111122672","LOC111122672",NA,"protein_coding","Eastern oyster","NC_035782.1",21.459748,"vascular cell adhesion protein 1-like",NA,1,17276,2622,17276,NA,NA,13
"LOC111120173","LOC111120173","LOC111120173",NA,"protein_coding","Eastern oyster","NC_035781.1",21.470062,"putative nuclease HARBI1",NA,1,768,768,768,NA,NA,1
"LOC111120083","LOC111120083","LOC111120083",NA,"protein_coding","Eastern oyster","NC_035781.1",21.480462,NA,NA,1,51876,1443,51876,NA,NA,10
"LOC111118427","LOC111118427","LOC111118427",NA,"protein_coding","Eastern oyster","NC_035781.1",21.565376,"prostaglandin E2 receptor EP4 subtype-like",NA,1,26663,1320,26663,NA,NA,2
"LOC111112953","LOC111112953","LOC111112953",NA,"protein_coding","Eastern oyster","NC_035788.1",21.568445,"integrin beta-3-like",NA,1,16628,2370,16628,NA,NA,23
"LOC111136005","LOC111136005","LOC111136005",NA,"protein_coding","Eastern oyster","NC_035784.1",21.635206,"protein NDRG3-like- transcript variant X3",NA,3,10957,1091,10957,NA,NA,14
"LOC111133807","LOC111133807","LOC111133807",NA,"protein_coding","Eastern oyster","NC_035784.1",21.663872,"uncharacterized protein C20orf24 homolog- transcript variant X1",NA,2,8295,356,5668,NA,NA,4
"LOC111137552","LOC111137552","LOC111137552",NA,"protein_coding","Eastern oyster","NC_035784.1",21.673419,"DDB1- and CUL4-associated factor 11-like- transcript variant X2",NA,3,17614,1673,17605,NA,NA,19
"LOC111137553","LOC111137553","LOC111137553",NA,"protein_coding","Eastern oyster","NC_035784.1",21.693294,"hepatocyte nuclear factor 4-gamma-like- transcript variant X5",NA,5,20758,1525,12105,NA,NA,7
"LOC111138013","LOC111138013","LOC111138013",NA,"protein_coding","Eastern oyster","NC_035784.1",21.868572,"uncharacterized LOC111138013- transcript variant X4",NA,8,41510,1802,21978,NA,NA,3
"LOC111119193","LOC111119193","LOC111119193",NA,"protein_coding","Eastern oyster","NC_035781.1",21.931416,"pancreatic triacylglycerol lipase-like- transcript variant X2",NA,2,60421,1095,60338,NA,NA,8
"LOC111119192","LOC111119192","LOC111119192",NA,"protein_coding","Eastern oyster","NC_035781.1",21.991966,"angiopoietin-1 receptor-like- transcript variant X1",NA,2,39509,2126,39509,NA,NA,16
"LOC111110980","LOC111110980","LOC111110980",NA,"protein_coding","Eastern oyster","NC_035788.1",22.027919,"uncharacterized LOC111110980- transcript variant X1",NA,2,5952,1434,5863,NA,NA,2
"LOC111137415","LOC111137415","LOC111137415",NA,"protein_coding","Eastern oyster","NC_035784.1",22.068023,NA,NA,1,6755,2496,6755,NA,NA,8
"LOC111111830","LOC111111830","LOC111111830",NA,"protein_coding","Eastern oyster","NC_035788.1",22.073737,"uncharacterized LOC111111830",NA,1,8553,1536,8553,NA,NA,3
"LOC111119162","LOC111119162","LOC111119162",NA,"protein_coding","Eastern oyster","NC_035781.1",22.102783,"radial spoke head 10 homolog B-like- transcript variant X1",NA,3,43419,2469,38431,NA,NA,19
"LOC111119400","LOC111119400","LOC111119400",NA,"protein_coding","Eastern oyster","NC_035781.1",22.194518,"adhesion G protein-coupled receptor L3-like",NA,1,14962,2577,14962,NA,NA,19
"LOC111121220","LOC111121220","LOC111121220",NA,"protein_coding","Eastern oyster","NC_035781.1",22.240769,"ferric-chelate reductase 1-like- transcript variant X3",NA,3,51320,3051,38363,NA,NA,20
"LOC111121221","LOC111121221","LOC111121221",NA,"protein_coding","Eastern oyster","NC_035781.1",22.290855,"uncharacterized LOC111121221",NA,1,5076,459,5076,NA,NA,3
"LOC111120629","LOC111120629","LOC111120629",NA,"protein_coding","Eastern oyster","NC_035781.1",22.299502,"uncharacterized LOC111120629- transcript variant X1",NA,2,85982,4896,85969,NA,NA,10
"LOC111120642","LOC111120642","LOC111120642",NA,"protein_coding","Eastern oyster","NC_035781.1",22.398916,"collagen alpha-1(XII) chain-like- transcript variant X3",NA,3,5895,1799,5859,NA,NA,11
"LOC111119405","LOC111119405","LOC111119405",NA,"protein_coding","Eastern oyster","NC_035781.1",22.411856,"protein phosphatase 1 regulatory subunit 42-like- transcript variant X3",NA,5,22443,1120,21169,NA,NA,10
"LOC111120358","LOC111120358","LOC111120358",NA,"protein_coding","Eastern oyster","NC_035781.1",22.434445,"prolactin regulatory element-binding protein-like",NA,1,20120,1230,20120,NA,NA,9
"LOC111120690","LOC111120690","LOC111120690",NA,"protein_coding","Eastern oyster","NC_035781.1",22.460059,NA,NA,1,107054,5445,107054,NA,NA,63
"LOC111118776","LOC111118776","LOC111118776",NA,"protein_coding","Eastern oyster","NC_035781.1",22.803082,"zinc finger SWIM domain-containing protein 6-like",NA,1,32759,3657,32759,NA,NA,21
"LOC111118088","LOC111118088","LOC111118088",NA,"protein_coding","Eastern oyster","NC_035781.1",22.889848,"NKAP family protein CG6066-like- transcript variant X2",NA,2,6054,1146,5842,NA,NA,3
"LOC111135067","LOC111135067","LOC111135067",NA,"protein_coding","Eastern oyster","NC_035784.1",22.991796,"serine/threonine-protein kinase H1 homolog",NA,1,7715,1230,7715,NA,NA,2
"LOC111138378","LOC111138378","LOC111138378",NA,"protein_coding","Eastern oyster","NC_035784.1",23,"WD repeat-containing protein 89-like",NA,1,15118,900,15118,NA,NA,13
"LOC111137389","LOC111137389","LOC111137389",NA,"protein_coding","Eastern oyster","NC_035784.1",23.043412,"tyrosinase-like protein 1- transcript variant X1",NA,2,6577,2184,6352,NA,NA,4
"LOC111119768","LOC111119768","LOC111119768",NA,"protein_coding","Eastern oyster","NC_035781.1",23.062726,"uncharacterized LOC111119768- transcript variant X4",NA,4,15255,886,12334,NA,NA,2
"LOC111118834","LOC111118834","LOC111118834",NA,"protein_coding","Eastern oyster","NC_035781.1",23.133963,"ubiquitin carboxyl-terminal hydrolase 7-like- transcript variant X2",NA,2,25767,3290,25666,NA,NA,32
"LOC111129490","LOC111129490","LOC111129490",NA,"protein_coding","Eastern oyster","NC_035783.1",23.566934,"focadhesin-like",NA,1,108196,5355,108196,NA,NA,40
"LOC111132794","LOC111132794","LOC111132794",NA,"protein_coding","Eastern oyster","NC_035780.1",23.634031,"macrophage mannose receptor 1-like- transcript variant X2",NA,2,36264,5772,36263,NA,NA,41
"LOC111101350","LOC111101350","LOC111101350",NA,"protein_coding","Eastern oyster","NC_035780.1",23.711292,"multiple epidermal growth factor-like domains protein 6",NA,1,22023,1773,22023,NA,NA,19
"LOC111129561","LOC111129561","LOC111129561",NA,"protein_coding","Eastern oyster","NC_035783.1",24.092456,"uncharacterized LOC111129561",NA,1,15594,1869,15594,NA,NA,16
"LOC111117744","LOC111117744","LOC111117744",NA,"protein_coding","Eastern oyster","NC_035781.1",24.222557,"prostate stem cell antigen-like",NA,1,23095,423,23095,NA,NA,3
"LOC111115041","LOC111115041","LOC111115041",NA,"protein_coding","Eastern oyster","NC_035788.1",24.421108,"probable serine/threonine-protein kinase tsuA",NA,1,9017,1287,9017,NA,NA,3
"LOC111121647","LOC111121647","LOC111121647",NA,"protein_coding","Eastern oyster","NC_035781.1",24.455107,NA,NA,1,9055,2763,9055,NA,NA,22
"LOC111131301","LOC111131301","LOC111131301",NA,"protein_coding","Eastern oyster","NC_035783.1",24.584583,"synaptosomal-associated protein 25-like- transcript variant X4",NA,13,38828,657,34210,NA,NA,8
"LOC111127071","LOC111127071","LOC111127071",NA,"protein_coding","Eastern oyster","NC_035782.1",24.58664,"F-box/LRR-repeat protein 2-like",NA,1,6358,1497,6358,NA,NA,7
"LOC111120583","LOC111120583","LOC111120583",NA,"protein_coding","Eastern oyster","NC_035781.1",24.60265,"trypsin-1-like",NA,1,5399,831,5399,NA,NA,7
"LOC111128769","LOC111128769","LOC111128769",NA,"protein_coding","Eastern oyster","NC_035780.1",24.815721,"serine protease inhibitor Cvsi-2-like",NA,1,1574,255,1574,NA,NA,3
"LOC111134124","LOC111134124","LOC111134124",NA,"protein_coding","Eastern oyster","NC_035784.1",25.052569,"uncharacterized LOC111134124",NA,1,9360,3630,9360,NA,NA,16
"LOC111110699","LOC111110699","LOC111110699",NA,"protein_coding","Eastern oyster","NC_035780.1",25.131697,"uncharacterized LOC111110699",NA,1,13766,1677,13766,NA,NA,17
"LOC111109611","LOC111109611","LOC111109611",NA,"protein_coding","Eastern oyster","NC_035787.1",25.135595,"protein Wnt-7b-like- transcript variant X2",NA,4,32694,1108,26504,NA,NA,4
"LOC111128999","LOC111128999","LOC111128999",NA,"protein_coding","Eastern oyster","NC_035780.1",25.191083,"uncharacterized LOC111128999- transcript variant X1",NA,2,50469,6405,43344,NA,NA,42
"LOC111109578","LOC111109578","LOC111109578",NA,"protein_coding","Eastern oyster","NC_035787.1",25.193352,"3-hydroxyacyl-CoA dehydrogenase type-2-like",NA,1,3643,783,3643,NA,NA,5
"LOC111130343","LOC111130343","LOC111130343",NA,"protein_coding","Eastern oyster","NC_035783.1",25.285234,"cytoplasmic dynein 1 heavy chain 1-like- transcript variant X7",NA,7,36186,13958,36186,NA,NA,89
"LOC111135279","LOC111135279","LOC111135279",NA,"protein_coding","Eastern oyster","NC_035784.1",25.373491,NA,NA,1,50560,4194,50560,NA,NA,13
"LOC111106640","LOC111106640","LOC111106640",NA,"protein_coding","Eastern oyster","NC_035780.1",25.554904,"MAM and LDL-receptor class A domain-containing protein 1-like",NA,1,42988,4512,42988,NA,NA,37
"LOC111106643","LOC111106643","LOC111106643",NA,"protein_coding","Eastern oyster","NC_035780.1",25.603967,"MAM and LDL-receptor class A domain-containing protein 1-like",NA,1,25933,2874,25933,NA,NA,24
"LOC111133929","LOC111133929","LOC111133929",NA,"protein_coding","Eastern oyster","NC_035784.1",25.712948,"beta-hexosaminidase subunit beta-like- transcript variant X1",NA,2,16447,1772,13580,NA,NA,15
"LOC111120197","LOC111120197","LOC111120197",NA,"protein_coding","Eastern oyster","NC_035781.1",25.756951,"probable G-protein coupled receptor B0563.6",NA,1,119791,1296,119791,NA,NA,3
"LOC111125663","LOC111125663","LOC111125663",NA,"protein_coding","Eastern oyster","NC_035782.1",25.81242,"GTPase-activating Rap/Ran-GAP domain-like protein 3- transcript variant X2",NA,9,90212,2908,53539,NA,NA,28
"LOC111118787","LOC111118787","LOC111118787",NA,"protein_coding","Eastern oyster","NC_035781.1",25.84174,NA,NA,1,54585,1026,54585,NA,NA,4
"LOC111122278","LOC111122278","LOC111122278",NA,"protein_coding","Eastern oyster","NC_035781.1",25.909812,NA,NA,1,19081,1683,19081,NA,NA,12
"LOC111133346","LOC111133346","LOC111133346",NA,"protein_coding","Eastern oyster","NC_035784.1",25.945047,"chlorophyllase-2- chloroplastic-like",NA,1,4600,927,4600,NA,NA,7
"LOC111135755","LOC111135755","LOC111135755",NA,"protein_coding","Eastern oyster","NC_035784.1",26.093426,"uncharacterized LOC111135755- transcript variant X2",NA,2,14381,1954,14380,NA,NA,9
"LOC111120773","LOC111120773","LOC111120773",NA,"protein_coding","Eastern oyster","NC_035781.1",26.108598,"cGMP-dependent protein kinase 1-like- transcript variant X1",NA,3,37109,2349,30248,NA,NA,18
"LOC111135002","LOC111135002","LOC111135002",NA,"protein_coding","Eastern oyster","NC_035784.1",26.181278,"NF-kappa-B inhibitor-interacting Ras-like protein 1- transcript variant X2",NA,11,22376,628,22078,NA,NA,10
"LOC111120774","LOC111120774","LOC111120774",NA,"protein_coding","Eastern oyster","NC_035781.1",26.186629,"cytosolic Fe-S cluster assembly factor narfl-like- transcript variant X2",NA,3,6732,1401,6434,NA,NA,9
"LOC111120776","LOC111120776","LOC111120776",NA,"protein_coding","Eastern oyster","NC_035781.1",26.193376,"target of rapamycin complex subunit lst8-like",NA,1,8090,954,8090,NA,NA,9
"LOC111103869","LOC111103869","LOC111103869",NA,"protein_coding","Eastern oyster","NC_035780.1",26.197313,"rho GTPase-activating protein 190-like- transcript variant X7",NA,12,40251,4973,38159,NA,NA,30
"LOC111121369","LOC111121369","LOC111121369",NA,"protein_coding","Eastern oyster","NC_035781.1",26.246032,"rhodopsin-like- transcript variant X1",NA,2,43779,1146,27508,NA,NA,3
"LOC111104042","LOC111104042","LOC111104042",NA,"protein_coding","Eastern oyster","NC_035786.1",26.466286,"organic cation transporter protein-like- transcript variant X2",NA,2,18221,1671,18220,NA,NA,10
"LOC111102572","LOC111102572","LOC111102572",NA,"protein_coding","Eastern oyster","NC_035786.1",26.55966,"organic cation transporter protein-like",NA,1,12868,1671,12868,NA,NA,10
"LOC111122334","LOC111122334","LOC111122334",NA,"protein_coding","Eastern oyster","NC_035781.1",26.561815,NA,NA,1,49624,2475,49624,NA,NA,22
"LOC111114791","LOC111114791","LOC111114791",NA,"protein_coding","Eastern oyster","NC_035788.1",26.617537,"uncharacterized transmembrane protein DDB_G0289901-like- transcript variant X1",NA,3,8598,615,8596,NA,NA,10
"LOC111120036","LOC111120036","LOC111120036",NA,"protein_coding","Eastern oyster","NC_035781.1",26.714626,"guanine nucleotide-binding protein subunit alpha-12-like",NA,1,11863,1137,11863,NA,NA,3
"LOC111118439","LOC111118439","LOC111118439",NA,"protein_coding","Eastern oyster","NC_035781.1",26.735744,"uncharacterized LOC111118439- transcript variant X1",NA,6,10939,712,10560,NA,NA,5
"LOC111112096","LOC111112096","LOC111112096",NA,"protein_coding","Eastern oyster","NC_035780.1",26.772151,"sorting nexin-17-like",NA,1,23270,1326,23270,NA,NA,15
"LOC111133585","LOC111133585","LOC111133585",NA,"protein_coding","Eastern oyster","NC_035784.1",26.879508,"uncharacterized LOC111133585- transcript variant X1",NA,2,8695,1498,8695,NA,NA,12
"LOC111118559","LOC111118559","LOC111118559",NA,"protein_coding","Eastern oyster","NC_035780.1",26.885712,"uncharacterized LOC111118559",NA,1,1182,384,1182,NA,NA,3
"LOC111117935","LOC111117935","LOC111117935",NA,"protein_coding","Eastern oyster","NC_035780.1",26.986116,"uncharacterized LOC111117935- transcript variant X2",NA,2,14596,879,14596,NA,NA,8
"LOC111114159","LOC111114159","LOC111114159",NA,"protein_coding","Eastern oyster","NC_035780.1",27.017966,"two pore potassium channel protein sup-9-like",NA,1,24216,1089,24216,NA,NA,3
"LOC111130027","LOC111130027","LOC111130027",NA,"protein_coding","Eastern oyster","NC_035783.1",27.045621,NA,NA,1,103166,18741,103166,NA,NA,107
"LOC111114996","LOC111114996","LOC111114996",NA,"protein_coding","Eastern oyster","NC_035780.1",27.063906,"two pore potassium channel protein sup-9-like- transcript variant X2",NA,2,2726,1068,2726,NA,NA,3
"LOC111099049","LOC111099049","LOC111099049",NA,"protein_coding","Eastern oyster","NC_035780.1",27.094061,"temptin-like- transcript variant X2",NA,2,4176,480,2540,NA,NA,4
"LOC111102570","LOC111102570","LOC111102570",NA,"protein_coding","Eastern oyster","NC_035780.1",27.100516,"temptin-like",NA,1,1813,414,1813,NA,NA,3
"LOC111137337","LOC111137337","LOC111137337",NA,"protein_coding","Eastern oyster","NC_035784.1",27.109265,"mesenchyme-specific cell surface glycoprotein-like",NA,1,5211,1713,5211,NA,NA,12
"LOC111110289","LOC111110289","LOC111110289",NA,"protein_coding","Eastern oyster","NC_035787.1",27.132767,"uncharacterized LOC111110289",NA,1,10244,4002,10244,NA,NA,7
"LOC111131386","LOC111131386","LOC111131386",NA,"protein_coding","Eastern oyster","NC_035783.1",27.198218,"mesenchyme-specific cell surface glycoprotein-like",NA,1,9286,1692,9286,NA,NA,11
"LOC111131387","LOC111131387","LOC111131387",NA,"protein_coding","Eastern oyster","NC_035783.1",27.207348,"GPN-loop GTPase 2-like",NA,1,2004,900,2004,NA,NA,3
"LOC111130611","LOC111130611","LOC111130611",NA,"protein_coding","Eastern oyster","NC_035783.1",27.209548,"uncharacterized LOC111130611",NA,1,3348,1800,3348,NA,NA,4
"LOC111099068","LOC111099068","LOC111099068",NA,"protein_coding","Eastern oyster","NC_035784.1",27.225898,"protein unc-93 homolog A-like- transcript variant X1",NA,2,8754,1094,8318,NA,NA,5
"LOC111122235","LOC111122235","LOC111122235",NA,"protein_coding","Eastern oyster","NC_035781.1",27.311261,"acidic mammalian chitinase-like",NA,1,4099,1440,4099,NA,NA,9
"LOC111135947","LOC111135947","LOC111135947",NA,"protein_coding","Eastern oyster","NC_035780.1",27.361633,"transient receptor potential cation channel subfamily M member 1-like- transcript variant X1",NA,4,37896,4778,37896,NA,NA,33
"LOC111135385","LOC111135385","LOC111135385",NA,"protein_coding","Eastern oyster","NC_035784.1",27.484438,NA,NA,1,7084,1254,7084,NA,NA,10
"LOC111126767","LOC111126767","LOC111126767",NA,"protein_coding","Eastern oyster","NC_035782.1",27.68546,"sodium- and chloride-dependent GABA transporter 1-like",NA,1,25777,1986,25777,NA,NA,15
"LOC111134997","LOC111134997","LOC111134997",NA,"protein_coding","Eastern oyster","NC_035780.1",27.744623,"aldehyde dehydrogenase family 3 member B1-like- transcript variant X3",NA,3,11878,1458,11878,NA,NA,13
"LOC111135672","LOC111135672","LOC111135672",NA,"protein_coding","Eastern oyster","NC_035784.1",27.745041,NA,NA,1,9243,1860,9243,NA,NA,13
"LOC111129585","LOC111129585","LOC111129585",NA,"protein_coding","Eastern oyster","NC_035783.1",27.773536,"titin homolog",NA,1,26836,4422,26836,NA,NA,39
"LOC111124684","LOC111124684","LOC111124684",NA,"protein_coding","Eastern oyster","NC_035780.1",27.797591,"kinesin-like protein KIF28P- transcript variant X1",NA,2,13620,3027,13056,NA,NA,21
"LOC111128226","LOC111128226","LOC111128226",NA,"protein_coding","Eastern oyster","NC_035783.1",27.804084,"WD repeat-containing protein 87-like",NA,1,10011,1392,10011,NA,NA,27
"LOC111115391","LOC111115391","LOC111115391",NA,"protein_coding","Eastern oyster","NC_035780.1",27.867421,"gamma-aminobutyric acid type B receptor subunit 2-like- transcript variant X2",NA,2,30779,2260,26322,NA,NA,17
"LOC111135313","LOC111135313","LOC111135313",NA,"protein_coding","Eastern oyster","NC_035784.1",27.88939,"signal peptide peptidase-like 3- transcript variant X1",NA,3,21379,1185,21310,NA,NA,14
"LOC111101885","LOC111101885","LOC111101885",NA,"protein_coding","Eastern oyster","NC_035780.1",28.070444,"putative mediator of RNA polymerase II transcription subunit 26",NA,1,7730,1962,7730,NA,NA,7
"LOC111128297","LOC111128297","LOC111128297",NA,"protein_coding","Eastern oyster","NC_035783.1",28.076919,"neuroglobin-like",NA,1,15331,708,15331,NA,NA,3
"LOC111103740","LOC111103740","LOC111103740",NA,"protein_coding","Eastern oyster","NC_035780.1",28.097514,"zinc transporter 2-like- transcript variant X2",NA,2,8254,1191,8254,NA,NA,10
"LOC111131519","LOC111131519","LOC111131519",NA,"protein_coding","Eastern oyster","NC_035783.1",28.106979,"uncharacterized LOC111131519- transcript variant X2",NA,3,27602,606,18956,NA,NA,4
"LOC111103707","LOC111103707","LOC111103707",NA,"protein_coding","Eastern oyster","NC_035786.1",28.205499,"tubulin--tyrosine ligase-like protein 12",NA,1,24387,1860,24387,NA,NA,13
"LOC111119677","LOC111119677","LOC111119677",NA,"protein_coding","Eastern oyster","NC_035781.1",28.223075,"p53 and DNA damage-regulated protein 1-like",NA,1,57432,396,57432,NA,NA,4
"LOC111103709","LOC111103709","LOC111103709",NA,"protein_coding","Eastern oyster","NC_035786.1",28.260476,"melatonin receptor type 1B-A-like",NA,1,1657,1119,1657,NA,NA,2
"LOC111129088","LOC111129088","LOC111129088",NA,"protein_coding","Eastern oyster","NC_035783.1",28.282321,"sodium/calcium exchanger 2-like- transcript variant X5",NA,15,41188,2780,29318,NA,NA,21
"LOC111120215","LOC111120215","LOC111120215",NA,"protein_coding","Eastern oyster","NC_035781.1",28.326236,"RYamide receptor-like",NA,1,16369,1098,16369,NA,NA,2
"LOC111104084","LOC111104084","LOC111104084",NA,"protein_coding","Eastern oyster","NC_035786.1",28.345116,"glutamate carboxypeptidase 2-like- transcript variant X6",NA,8,42068,2304,35078,NA,NA,21
"LOC111128016","LOC111128016","LOC111128016",NA,"protein_coding","Eastern oyster","NC_035780.1",28.346928,"inactive phospholipase C-like protein 2",NA,1,44071,3204,44071,NA,NA,26
"LOC111130394","LOC111130394","LOC111130394",NA,"protein_coding","Eastern oyster","NC_035783.1",28.357816,NA,NA,1,22849,1959,22849,NA,NA,20
"LOC111115327","LOC111115327","LOC111115327",NA,"protein_coding","Eastern oyster","NC_035780.1",28.421518,"uncharacterized LOC111115327",NA,1,2441,954,2441,NA,NA,3
"LOC111125383","LOC111125383","LOC111125383",NA,"protein_coding","Eastern oyster","NC_035782.1",28.69347,NA,NA,1,26890,1251,26890,NA,NA,7
"LOC111125534","LOC111125534","LOC111125534",NA,"protein_coding","Eastern oyster","NC_035782.1",28.912262,NA,NA,1,70876,8883,70876,NA,NA,72
"LOC111132911","LOC111132911","LOC111132911",NA,"protein_coding","Eastern oyster","NC_035784.1",28.966514,"probable cation-transporting ATPase 13A3- transcript variant X1",NA,3,25768,3632,24652,NA,NA,32
"LOC111132912","LOC111132912","LOC111132912",NA,"protein_coding","Eastern oyster","NC_035784.1",28.994621,"sodium- and chloride-dependent neutral and basic amino acid transporter B(0+)-like- transcript variant X1",NA,3,12480,1870,9557,NA,NA,15
"LOC111129451","LOC111129451","LOC111129451",NA,"protein_coding","Eastern oyster","NC_035783.1",29.104805,"uncharacterized LOC111129451",NA,1,7021,303,7021,NA,NA,3
"LOC111135852","LOC111135852","LOC111135852",NA,"protein_coding","Eastern oyster","NC_035784.1",29.188072,"beta-1-4-galactosyltransferase galt-1-like- transcript variant X2",NA,6,9995,1395,8904,NA,NA,5
"LOC111126496","LOC111126496","LOC111126496",NA,"protein_coding","Eastern oyster","NC_035782.1",29.21137,"cilia- and flagella-associated protein 97-like",NA,1,4293,1350,4293,NA,NA,2
"LOC111126052","LOC111126052","LOC111126052",NA,"protein_coding","Eastern oyster","NC_035782.1",29.220559,"inhibitor of growth protein 1-like",NA,1,1737,795,1737,NA,NA,4
"LOC111137922","LOC111137922","LOC111137922",NA,"protein_coding","Eastern oyster","NC_035784.1",29.318909,"neuronal acetylcholine receptor subunit alpha-7-like",NA,1,10272,1398,10272,NA,NA,6
"LOC111124600","LOC111124600","LOC111124600",NA,"protein_coding","Eastern oyster","NC_035780.1",29.336869,"uncharacterized LOC111124600",NA,1,3261,921,3261,NA,NA,3
"LOC111109612","LOC111109612","LOC111109612",NA,"protein_coding","Eastern oyster","NC_035780.1",29.38534,"gigasin-2-like- transcript variant X2",NA,2,7468,1058,7305,NA,NA,10
"LOC111109603","LOC111109603","LOC111109603",NA,"protein_coding","Eastern oyster","NC_035780.1",29.392857,"EGF-like domain-containing protein 2",NA,1,5001,1149,5001,NA,NA,10
"LOC111099518","LOC111099518","LOC111099518",NA,"protein_coding","Eastern oyster","NC_035780.1",29.404539,"EGF-like domain-containing protein 2- transcript variant X1",NA,4,10579,1120,9858,NA,NA,10
"LOC111115600","LOC111115600","LOC111115600",NA,"protein_coding","Eastern oyster","NC_035780.1",29.449687,"beta-1-3-galactosyltransferase 5-like",NA,1,5880,1020,5880,NA,NA,2
"LOC111132294","LOC111132294","LOC111132294",NA,"protein_coding","Eastern oyster","NC_035784.1",29.490164,NA,NA,1,5728,765,5728,NA,NA,7
"LOC111135789","LOC111135789","LOC111135789",NA,"protein_coding","Eastern oyster","NC_035784.1",29.563651,"arginine-glutamic acid dipeptide repeats protein-like- transcript variant X1",NA,6,75833,3930,58127,NA,NA,24
"LOC111120747","LOC111120747","LOC111120747",NA,"protein_coding","Eastern oyster","NC_035781.1",29.632735,NA,NA,1,14916,3561,14916,NA,NA,31
"LOC111120672","LOC111120672","LOC111120672",NA,"protein_coding","Eastern oyster","NC_035781.1",29.658953,"glutamate [NMDA] receptor subunit 1-like",NA,1,10921,3513,10921,NA,NA,9
