"Pasted","Symbol","Ensembl Gene ID","Entrez","Type","Species","Chr","Position (Mbp)","Description","percentage_gc_content","transcript_count","genomeSpan","cds_length","transcript_length","FiveUTR","ThreeUTR","nExons"
"LOC111133370","LOC111133370","LOC111133370",NA,"protein_coding","Eastern oyster","NC_035784.1",14.45951,"probable G-protein coupled receptor 139",NA,1,1158,1137,1158,NA,NA,1
"LOC111102798","LOC111102798","LOC111102798",NA,"protein_coding","Eastern oyster","NC_035786.1",14.496686,"snRNA-activating protein complex subunit 1-like",NA,1,1337,999,1337,NA,NA,1
"LOC111102789","LOC111102789","LOC111102789",NA,"protein_coding","Eastern oyster","NC_035780.1",14.50369,"glycerol-3-phosphate dehydrogenase [NAD(+)]- cytoplasmic-like",NA,1,7879,1053,7879,NA,NA,8
"LOC111127509","LOC111127509","LOC111127509",NA,"protein_coding","Eastern oyster","NC_035782.1",14.718683,"epidermal growth factor receptor-like- transcript variant X2",NA,2,6137,897,6137,NA,NA,6
"LOC111104312","LOC111104312","LOC111104312",NA,"protein_coding","Eastern oyster","NC_035786.1",14.860572,NA,NA,1,18757,1515,18757,NA,NA,12
"LOC111121661","LOC111121661","LOC111121661",NA,"protein_coding","Eastern oyster","NC_035781.1",14.900105,NA,NA,1,2428,1479,2428,NA,NA,4
"LOC111137949","LOC111137949","LOC111137949",NA,"protein_coding","Eastern oyster","NC_035784.1",14.943646,NA,NA,1,31134,12831,31134,NA,NA,76
"LOC111135832","LOC111135832","LOC111135832",NA,"protein_coding","Eastern oyster","NC_035784.1",15.028632,"alpha-ketoglutarate-dependent dioxygenase alkB homolog 4-like- transcript variant X1",NA,2,5471,778,3902,NA,NA,3
"LOC111119085","LOC111119085","LOC111119085",NA,"protein_coding","Eastern oyster","NC_035781.1",15.086295,"proton-coupled folate transporter-like",NA,1,1675,1293,1675,NA,NA,2
"LOC111134685","LOC111134685","LOC111134685",NA,"protein_coding","Eastern oyster","NC_035784.1",15.159049,"filaggrin-2-like- transcript variant X1",NA,2,3383,968,2554,NA,NA,2
"LOC111099722","LOC111099722","LOC111099722",NA,"protein_coding","Eastern oyster","NC_035780.1",15.350536,"MAM and LDL-receptor class A domain-containing protein 1-like- transcript variant X2",NA,2,78302,27218,78302,NA,NA,146
"LOC111128670","LOC111128670","LOC111128670",NA,"protein_coding","Eastern oyster","NC_035783.1",15.352775,"uncharacterized LOC111128670",NA,1,4695,507,4695,NA,NA,5
"LOC111131115","LOC111131115","LOC111131115",NA,"protein_coding","Eastern oyster","NC_035783.1",15.380939,"hemicentin-1-like- transcript variant X1",NA,4,28888,919,24418,NA,NA,9
"LOC111124829","LOC111124829","LOC111124829",NA,"protein_coding","Eastern oyster","NC_035780.1",15.431548,NA,NA,1,13046,3456,13046,NA,NA,23
"LOC111121287","LOC111121287","LOC111121287",NA,"protein_coding","Eastern oyster","NC_035781.1",15.501804,"uncharacterized LOC111121287",NA,1,25474,4347,25474,NA,NA,31
"LOC111129475","LOC111129475","LOC111129475",NA,"protein_coding","Eastern oyster","NC_035783.1",15.609932,"sex peptide receptor-like- transcript variant X1",NA,2,8480,1200,8328,NA,NA,2
"LOC111129477","LOC111129477","LOC111129477",NA,"protein_coding","Eastern oyster","NC_035783.1",15.6285,"RAC-beta serine/threonine-protein kinase-like- transcript variant X3",NA,3,8404,864,6262,NA,NA,10
"LOC111130270","LOC111130270","LOC111130270",NA,"protein_coding","Eastern oyster","NC_035783.1",15.642597,"uncharacterized LOC111130270",NA,1,22594,891,22594,NA,NA,9
"LOC111105403","LOC111105403","LOC111105403",NA,"protein_coding","Eastern oyster","NC_035786.1",15.727162,"hemagglutinin/amebocyte aggregation factor-like",NA,1,4236,531,4236,NA,NA,5
"LOC111111223","LOC111111223","LOC111111223",NA,"protein_coding","Eastern oyster","NC_035788.1",15.812724,"adenomatous polyposis coli protein-like- transcript variant X1",NA,3,40082,10593,30058,NA,NA,10
"LOC111105521","LOC111105521","LOC111105521",NA,"protein_coding","Eastern oyster","NC_035786.1",15.898103,"rho GTPase-activating protein gacII-like",NA,1,1691,870,1691,NA,NA,2
"LOC111108691","LOC111108691","LOC111108691",NA,"protein_coding","Eastern oyster","NC_035787.1",15.903185,"inter-alpha-trypsin inhibitor heavy chain H3-like- transcript variant X1",NA,2,12440,2634,12324,NA,NA,12
"LOC111108743","LOC111108743","LOC111108743",NA,"protein_coding","Eastern oyster","NC_035787.1",16.004232,"protein rolling stone-like- transcript variant X4",NA,5,7637,857,5418,NA,NA,5
"LOC111125433","LOC111125433","LOC111125433",NA,"protein_coding","Eastern oyster","NC_035782.1",16.04817,"inversin-like- transcript variant X2",NA,4,44538,2897,42868,NA,NA,25
"LOC111103026","LOC111103026","LOC111103026",NA,"protein_coding","Eastern oyster","NC_035786.1",16.097841,"ankyrin repeat domain-containing protein 50-like",NA,1,2751,1212,2751,NA,NA,2
"LOC111134375","LOC111134375","LOC111134375",NA,"protein_coding","Eastern oyster","NC_035784.1",16.146705,"polyadenylate-binding protein 2-B-like",NA,1,12222,681,12222,NA,NA,7
"LOC111121999","LOC111121999","LOC111121999",NA,"protein_coding","Eastern oyster","NC_035781.1",16.170021,"cell wall protein DAN4-like",NA,1,11550,2139,11550,NA,NA,2
"LOC111138275","LOC111138275","LOC111138275",NA,"protein_coding","Eastern oyster","NC_035784.1",16.283769,"mitochondrial import inner membrane translocase subunit Tim10-B-like",NA,1,5432,279,5432,NA,NA,2
"LOC111131153","LOC111131153","LOC111131153",NA,"protein_coding","Eastern oyster","NC_035783.1",16.286962,"T-complex protein 1 subunit delta-like",NA,1,6978,1608,6978,NA,NA,14
"LOC111134053","LOC111134053","LOC111134053",NA,"protein_coding","Eastern oyster","NC_035784.1",16.327939,"uncharacterized LOC111134053- transcript variant X2",NA,2,6987,1611,6987,NA,NA,6
"LOC111136514","LOC111136514","LOC111136514",NA,"protein_coding","Eastern oyster","NC_035784.1",16.33867,"mitogen-activated protein kinase 7-like- transcript variant X1",NA,2,6933,3068,6926,NA,NA,9
"LOC111128663","LOC111128663","LOC111128663",NA,"protein_coding","Eastern oyster","NC_035783.1",16.378577,"uncharacterized LOC111128663- transcript variant X1",NA,2,4060,681,2639,NA,NA,2
"LOC111131131","LOC111131131","LOC111131131",NA,"protein_coding","Eastern oyster","NC_035783.1",16.397647,"uncharacterized LOC111131131",NA,1,1404,690,1404,NA,NA,3
"LOC111134889","LOC111134889","LOC111134889",NA,"protein_coding","Eastern oyster","NC_035784.1",16.573728,"aspartate beta-hydroxylase domain-containing protein 2-like",NA,1,3084,939,3084,NA,NA,2
"LOC111120685","LOC111120685","LOC111120685",NA,"protein_coding","Eastern oyster","NC_035780.1",16.622318,"MAM and LDL-receptor class A domain-containing protein 1-like",NA,1,18377,1986,18377,NA,NA,23
"LOC111136645","LOC111136645","LOC111136645",NA,"protein_coding","Eastern oyster","NC_035784.1",16.628226,"uncharacterized LOC111136645- transcript variant X2",NA,2,3807,783,2757,NA,NA,6
"LOC111128120","LOC111128120","LOC111128120",NA,"protein_coding","Eastern oyster","NC_035783.1",16.634837,"probable glycoprotein hormone G-protein coupled receptor",NA,1,1158,327,1158,NA,NA,3
"LOC111128845","LOC111128845","LOC111128845",NA,"protein_coding","Eastern oyster","NC_035783.1",16.644171,"hornerin-like",NA,1,7839,3876,7839,NA,NA,17
"LOC111128279","LOC111128279","LOC111128279",NA,"protein_coding","Eastern oyster","NC_035783.1",16.787431,"protein prenyltransferase alpha subunit repeat-containing protein 1-like- transcript variant X1",NA,2,12892,1200,10570,NA,NA,8
"LOC111134475","LOC111134475","LOC111134475",NA,"protein_coding","Eastern oyster","NC_035784.1",16.861832,"RNA-binding protein 8A-like",NA,1,4351,498,4351,NA,NA,6
"LOC111129270","LOC111129270","LOC111129270",NA,"protein_coding","Eastern oyster","NC_035783.1",16.960998,"proline-rich protein PRCC-like",NA,1,22682,1230,22682,NA,NA,9
"LOC111131263","LOC111131263","LOC111131263",NA,"protein_coding","Eastern oyster","NC_035783.1",16.998785,"uncharacterized LOC111131263- transcript variant X2",NA,3,5259,885,5259,NA,NA,3
"LOC111102738","LOC111102738","LOC111102738",NA,"protein_coding","Eastern oyster","NC_035780.1",17.052623,"probable acyl-CoA dehydrogenase 6- transcript variant X2",NA,2,14357,1354,8393,NA,NA,6
"LOC111136085","LOC111136085","LOC111136085",NA,"protein_coding","Eastern oyster","NC_035780.1",17.123819,"CCR4-NOT transcription complex subunit 4-like- transcript variant X1",NA,3,14825,1981,14825,NA,NA,20
"LOC111105322","LOC111105322","LOC111105322",NA,"protein_coding","Eastern oyster","NC_035780.1",17.142166,"uncharacterized LOC111105322",NA,1,2520,861,2520,NA,NA,8
"LOC111105313","LOC111105313","LOC111105313",NA,"protein_coding","Eastern oyster","NC_035780.1",17.144789,"MAM and LDL-receptor class A domain-containing protein 1-like",NA,1,4645,1665,4645,NA,NA,8
"LOC111113014","LOC111113014","LOC111113014",NA,"protein_coding","Eastern oyster","NC_035780.1",17.150399,"cylicin-2-like",NA,1,3835,1086,3835,NA,NA,3
"LOC111127570","LOC111127570","LOC111127570",NA,"protein_coding","Eastern oyster","NC_035782.1",17.419733,"hemicentin-1-like- transcript variant X1",NA,2,7389,2793,7388,NA,NA,14
"LOC111127572","LOC111127572","LOC111127572",NA,"protein_coding","Eastern oyster","NC_035782.1",17.487211,"uncharacterized LOC111127572- transcript variant X2",NA,2,8808,2346,8012,NA,NA,12
"LOC111138450","LOC111138450","LOC111138450",NA,"protein_coding","Eastern oyster","NC_035784.1",17.518038,"uncharacterized LOC111138450",NA,1,13475,1281,13475,NA,NA,6
"LOC111130050","LOC111130050","LOC111130050",NA,"protein_coding","Eastern oyster","NC_035783.1",17.551481,"fibrocystin-L-like- transcript variant X1",NA,2,40592,13490,37058,NA,NA,54
"LOC111133829","LOC111133829","LOC111133829",NA,"protein_coding","Eastern oyster","NC_035784.1",17.567782,"probable cytochrome P450 49a1- transcript variant X1",NA,2,6954,1520,6950,NA,NA,10
"LOC111135254","LOC111135254","LOC111135254",NA,"protein_coding","Eastern oyster","NC_035784.1",17.604912,"heat shock factor protein-like",NA,1,13540,1509,13540,NA,NA,14
"LOC111100220","LOC111100220","LOC111100220",NA,"protein_coding","Eastern oyster","NC_035785.1",17.655962,"proteasomal ATPase-associated factor 1-like- transcript variant X2",NA,2,15324,1203,15320,NA,NA,11
"LOC111133359","LOC111133359","LOC111133359",NA,"protein_coding","Eastern oyster","NC_035784.1",17.809776,"protein NipSnap-like- transcript variant X3",NA,3,14652,896,14335,NA,NA,10
"LOC111120071","LOC111120071","LOC111120071",NA,"protein_coding","Eastern oyster","NC_035781.1",17.820661,"tektin-3-like- transcript variant X3",NA,3,10699,1524,8762,NA,NA,7
"LOC111133358","LOC111133358","LOC111133358",NA,"protein_coding","Eastern oyster","NC_035784.1",17.824039,"coiled-coil domain-containing protein 42 homolog- transcript variant X1",NA,2,7378,999,7375,NA,NA,10
"LOC111131306","LOC111131306","LOC111131306",NA,"protein_coding","Eastern oyster","NC_035783.1",17.889526,"ectonucleoside triphosphate diphosphohydrolase 1-like- transcript variant X3",NA,5,11420,1384,7932,NA,NA,7
"LOC111106527","LOC111106527","LOC111106527",NA,"protein_coding","Eastern oyster","NC_035787.1",17.991022,"uncharacterized LOC111106527",NA,1,4882,579,4882,NA,NA,5
"LOC111129969","LOC111129969","LOC111129969",NA,"protein_coding","Eastern oyster","NC_035783.1",18.056701,"uncharacterized LOC111129969",NA,1,9617,2253,9617,NA,NA,11
"LOC111137105","LOC111137105","LOC111137105",NA,"protein_coding","Eastern oyster","NC_035784.1",18.065294,NA,NA,1,18119,963,18119,NA,NA,5
"LOC111121541","LOC111121541","LOC111121541",NA,"protein_coding","Eastern oyster","NC_035781.1",18.093162,"DNA-binding protein inhibitor ID-2-A-like",NA,1,1848,459,1848,NA,NA,4
"LOC111133663","LOC111133663","LOC111133663",NA,"protein_coding","Eastern oyster","NC_035784.1",18.093702,"uncharacterized LOC111133663- transcript variant X2",NA,2,21956,2283,15590,NA,NA,8
"LOC111120879","LOC111120879","LOC111120879",NA,"protein_coding","Eastern oyster","NC_035781.1",18.111093,"transcription factor BTF3 homolog 4-like",NA,1,4640,465,4640,NA,NA,7
"LOC111137330","LOC111137330","LOC111137330",NA,"protein_coding","Eastern oyster","NC_035784.1",18.118709,"aurora kinase A-like- transcript variant X1",NA,3,11547,939,10917,NA,NA,8
"LOC111129868","LOC111129868","LOC111129868",NA,"protein_coding","Eastern oyster","NC_035783.1",18.120802,NA,NA,1,18486,3576,18486,NA,NA,22
"LOC111127864","LOC111127864","LOC111127864",NA,"protein_coding","Eastern oyster","NC_035783.1",18.145205,"fibrous sheath-interacting protein 1-like",NA,1,8865,2172,8865,NA,NA,13
"LOC111123024","LOC111123024","LOC111123024",NA,"protein_coding","Eastern oyster","NC_035782.1",18.208399,NA,NA,1,30372,2301,30372,NA,NA,20
"LOC111136741","LOC111136741","LOC111136741",NA,"protein_coding","Eastern oyster","NC_035784.1",18.323313,"perlucin-like",NA,1,11528,516,11528,NA,NA,5
"LOC111122722","LOC111122722","LOC111122722",NA,"protein_coding","Eastern oyster","NC_035782.1",18.328127,"uncharacterized LOC111122722",NA,1,2923,651,2923,NA,NA,8
"LOC111126047","LOC111126047","LOC111126047",NA,"protein_coding","Eastern oyster","NC_035782.1",18.341215,"uncharacterized LOC111126047- transcript variant X1",NA,3,2646,617,2442,NA,NA,7
"LOC111133713","LOC111133713","LOC111133713",NA,"protein_coding","Eastern oyster","NC_035784.1",18.356894,"uncharacterized LOC111133713",NA,1,6553,1704,6553,NA,NA,7
"LOC111126429","LOC111126429","LOC111126429",NA,"protein_coding","Eastern oyster","NC_035782.1",18.382894,"PIH1 domain-containing protein 2-like",NA,1,2282,999,2282,NA,NA,6
"LOC111110860","LOC111110860","LOC111110860",NA,"protein_coding","Eastern oyster","NC_035788.1",18.402801,NA,NA,1,47143,3297,47143,NA,NA,23
"LOC111122935","LOC111122935","LOC111122935",NA,"protein_coding","Eastern oyster","NC_035782.1",18.443356,"UPF0462 protein C4orf33 homolog",NA,1,2461,663,2461,NA,NA,6
"LOC111126285","LOC111126285","LOC111126285",NA,"protein_coding","Eastern oyster","NC_035782.1",18.454838,"uncharacterized LOC111126285",NA,1,2376,1422,2376,NA,NA,2
"LOC111129065","LOC111129065","LOC111129065",NA,"protein_coding","Eastern oyster","NC_035783.1",18.474458,"pre-mRNA-processing factor 39-like- transcript variant X3",NA,3,6463,1906,6463,NA,NA,15
"LOC111129068","LOC111129068","LOC111129068",NA,"protein_coding","Eastern oyster","NC_035783.1",18.481061,"transmembrane protein 179-like",NA,1,5487,681,5487,NA,NA,4
"LOC111135285","LOC111135285","LOC111135285",NA,"protein_coding","Eastern oyster","NC_035784.1",18.487375,"splicing factor 3B subunit 3-like",NA,1,10766,3654,10766,NA,NA,28
"LOC111135286","LOC111135286","LOC111135286",NA,"protein_coding","Eastern oyster","NC_035784.1",18.498145,"conserved oligomeric Golgi complex subunit 4-like",NA,1,9889,2274,9889,NA,NA,21
"LOC111130302","LOC111130302","LOC111130302",NA,"protein_coding","Eastern oyster","NC_035783.1",18.520996,"glia maturation factor beta-like- transcript variant X2",NA,2,4566,430,4082,NA,NA,6
"LOC111132230","LOC111132230","LOC111132230",NA,"protein_coding","Eastern oyster","NC_035784.1",18.545757,"kelch-like protein 26",NA,1,4460,1863,4460,NA,NA,5
"LOC111135729","LOC111135729","LOC111135729",NA,"protein_coding","Eastern oyster","NC_035784.1",18.561054,"uncharacterized LOC111135729- transcript variant X2",NA,3,15880,3444,9913,NA,NA,6
"LOC111136648","LOC111136648","LOC111136648",NA,"protein_coding","Eastern oyster","NC_035784.1",18.579326,"TBC1 domain family member 10A-like",NA,1,8843,1149,8843,NA,NA,9
"LOC111132231","LOC111132231","LOC111132231",NA,"protein_coding","Eastern oyster","NC_035784.1",18.666929,"acetylcholine receptor subunit alpha-type unc-63-like",NA,1,3786,2775,3786,NA,NA,2
"LOC111112477","LOC111112477","LOC111112477",NA,"protein_coding","Eastern oyster","NC_035788.1",18.812289,"mucin-5AC-like",NA,1,12951,6624,12951,NA,NA,4
"LOC111128402","LOC111128402","LOC111128402",NA,"protein_coding","Eastern oyster","NC_035783.1",18.829588,"degenerin del-1-like",NA,1,15667,1734,15667,NA,NA,11
"LOC111127402","LOC111127402","LOC111127402",NA,"protein_coding","Eastern oyster","NC_035782.1",18.852261,NA,NA,1,11227,1824,11227,NA,NA,18
"LOC111133865","LOC111133865","LOC111133865",NA,"protein_coding","Eastern oyster","NC_035784.1",18.857578,"uncharacterized LOC111133865",NA,1,7947,1305,7947,NA,NA,9
"LOC111128503","LOC111128503","LOC111128503",NA,"protein_coding","Eastern oyster","NC_035783.1",18.968365,"transmembrane protein 179B-like",NA,1,5937,678,5937,NA,NA,5
"LOC111107234","LOC111107234","LOC111107234",NA,"protein_coding","Eastern oyster","NC_035787.1",18.977138,"perlucin-like protein",NA,1,2518,567,2518,NA,NA,4
"LOC111113585","LOC111113585","LOC111113585",NA,"protein_coding","Eastern oyster","NC_035788.1",19.100705,"FMRFamide receptor-like",NA,1,7420,1584,7420,NA,NA,6
"LOC111110820","LOC111110820","LOC111110820",NA,"protein_coding","Eastern oyster","NC_035788.1",19.126051,"uncharacterized LOC111110820- transcript variant X3",NA,4,12790,4628,10899,NA,NA,6
"LOC111129346","LOC111129346","LOC111129346",NA,"protein_coding","Eastern oyster","NC_035783.1",19.450707,NA,NA,1,2309,867,2309,NA,NA,7
"LOC111129345","LOC111129345","LOC111129345",NA,"protein_coding","Eastern oyster","NC_035783.1",19.46381,"egl nine homolog 1-like",NA,1,11315,1284,11315,NA,NA,5
"LOC111135988","LOC111135988","LOC111135988",NA,"protein_coding","Eastern oyster","NC_035784.1",19.662787,"zinc finger protein 525-like- transcript variant X2",NA,2,13892,798,8208,NA,NA,2
"LOC111138100","LOC111138100","LOC111138100",NA,"protein_coding","Eastern oyster","NC_035784.1",19.707907,NA,NA,1,8549,1947,8549,NA,NA,13
"LOC111136322","LOC111136322","LOC111136322",NA,"protein_coding","Eastern oyster","NC_035784.1",19.800879,NA,NA,1,13846,3249,13846,NA,NA,25
"LOC111131751","LOC111131751","LOC111131751",NA,"protein_coding","Eastern oyster","NC_035783.1",19.970561,"zinc finger protein 318-like- transcript variant X3",NA,3,8909,4855,8906,NA,NA,7
"LOC111128846","LOC111128846","LOC111128846",NA,"protein_coding","Eastern oyster","NC_035783.1",20.153332,"uncharacterized LOC111128846",NA,1,3846,1971,3846,NA,NA,2
"LOC111134174","LOC111134174","LOC111134174",NA,"protein_coding","Eastern oyster","NC_035784.1",20.17228,"transcription initiation factor TFIID subunit 10-like- transcript variant X1",NA,2,19764,417,11225,NA,NA,5
"LOC111103542","LOC111103542","LOC111103542",NA,"protein_coding","Eastern oyster","NC_035780.1",20.176218,"VWFA and cache domain-containing protein 1-like",NA,1,17179,3414,17179,NA,NA,24
"LOC111103659","LOC111103659","LOC111103659",NA,"protein_coding","Eastern oyster","NC_035780.1",20.349898,"forkhead box protein N4-like",NA,1,6313,1317,6313,NA,NA,7
"LOC111127805","LOC111127805","LOC111127805",NA,"protein_coding","Eastern oyster","NC_035783.1",20.478654,"uncharacterized LOC111127805- transcript variant X2",NA,2,1830,765,1824,NA,NA,4
"LOC111126343","LOC111126343","LOC111126343",NA,"protein_coding","Eastern oyster","NC_035782.1",20.511155,"CD63 antigen-like",NA,1,9352,828,9352,NA,NA,9
"LOC111115343","LOC111115343","LOC111115343",NA,"protein_coding","Eastern oyster","NC_035788.1",20.563189,"zinc finger protein 845-like",NA,1,7537,3663,7537,NA,NA,7
"LOC111118916","LOC111118916","LOC111118916",NA,"protein_coding","Eastern oyster","NC_035781.1",20.56383,NA,NA,1,26854,5904,26854,NA,NA,40
"LOC111123319","LOC111123319","LOC111123319",NA,"protein_coding","Eastern oyster","NC_035782.1",20.611488,"uncharacterized LOC111123319",NA,1,5653,1308,5653,NA,NA,2
"LOC111122078","LOC111122078","LOC111122078",NA,"protein_coding","Eastern oyster","NC_035781.1",20.621318,NA,NA,1,5841,987,5841,NA,NA,10
"LOC111135413","LOC111135413","LOC111135413",NA,"protein_coding","Eastern oyster","NC_035784.1",21.022747,NA,NA,1,10366,2031,10366,NA,NA,9
"LOC111120619","LOC111120619","LOC111120619",NA,"protein_coding","Eastern oyster","NC_035781.1",21.026211,"probable 60S ribosomal protein L37-A",NA,1,6336,306,6336,NA,NA,4
"LOC111132210","LOC111132210","LOC111132210",NA,"protein_coding","Eastern oyster","NC_035784.1",21.066046,"transcriptional regulator ERG homolog",NA,1,5538,726,5538,NA,NA,4
"LOC111101495","LOC111101495","LOC111101495",NA,"protein_coding","Eastern oyster","NC_035785.1",21.443696,"uncharacterized LOC111101495",NA,1,14721,318,14721,NA,NA,3
"LOC111120083","LOC111120083","LOC111120083",NA,"protein_coding","Eastern oyster","NC_035781.1",21.480462,NA,NA,1,51876,1443,51876,NA,NA,10
"LOC111131602","LOC111131602","LOC111131602",NA,"protein_coding","Eastern oyster","NC_035783.1",21.53659,"uncharacterized LOC111131602",NA,1,3132,528,3132,NA,NA,3
"LOC111137411","LOC111137411","LOC111137411",NA,"protein_coding","Eastern oyster","NC_035784.1",21.654699,"ganglioside-induced differentiation-associated protein 1-like",NA,1,4704,969,4704,NA,NA,5
"LOC111133807","LOC111133807","LOC111133807",NA,"protein_coding","Eastern oyster","NC_035784.1",21.663872,"uncharacterized protein C20orf24 homolog- transcript variant X1",NA,2,8295,356,5668,NA,NA,4
"LOC111137552","LOC111137552","LOC111137552",NA,"protein_coding","Eastern oyster","NC_035784.1",21.673419,"DDB1- and CUL4-associated factor 11-like- transcript variant X2",NA,3,17614,1673,17605,NA,NA,19
"LOC111114633","LOC111114633","LOC111114633",NA,"protein_coding","Eastern oyster","NC_035788.1",21.779935,"uncharacterized LOC111114633- transcript variant X3",NA,4,2404,1294,2402,NA,NA,4
"LOC111120180","LOC111120180","LOC111120180",NA,"protein_coding","Eastern oyster","NC_035781.1",21.861181,"pollen-specific leucine-rich repeat extensin-like protein 1",NA,1,1924,1011,1924,NA,NA,3
"LOC111119193","LOC111119193","LOC111119193",NA,"protein_coding","Eastern oyster","NC_035781.1",21.931416,"pancreatic triacylglycerol lipase-like- transcript variant X2",NA,2,60421,1095,60338,NA,NA,8
"LOC111137415","LOC111137415","LOC111137415",NA,"protein_coding","Eastern oyster","NC_035784.1",22.068023,NA,NA,1,6755,2496,6755,NA,NA,8
"LOC111119162","LOC111119162","LOC111119162",NA,"protein_coding","Eastern oyster","NC_035781.1",22.102783,"radial spoke head 10 homolog B-like- transcript variant X1",NA,3,43419,2469,38431,NA,NA,19
"LOC111119400","LOC111119400","LOC111119400",NA,"protein_coding","Eastern oyster","NC_035781.1",22.194518,"adhesion G protein-coupled receptor L3-like",NA,1,14962,2577,14962,NA,NA,19
"LOC111134232","LOC111134232","LOC111134232",NA,"protein_coding","Eastern oyster","NC_035784.1",22.208145,"ankyrin repeat and protein kinase domain-containing protein 1-like",NA,1,2432,1182,2432,NA,NA,2
"LOC111134231","LOC111134231","LOC111134231",NA,"protein_coding","Eastern oyster","NC_035784.1",22.210783,"hyaluronidase-1-like",NA,1,2432,1227,2432,NA,NA,5
"LOC111121220","LOC111121220","LOC111121220",NA,"protein_coding","Eastern oyster","NC_035781.1",22.240769,"ferric-chelate reductase 1-like- transcript variant X3",NA,3,51320,3051,38363,NA,NA,20
"LOC111132868","LOC111132868","LOC111132868",NA,"protein_coding","Eastern oyster","NC_035784.1",22.260614,"atrial natriuretic peptide receptor 1-like",NA,1,55542,3135,55542,NA,NA,22
"LOC111117575","LOC111117575","LOC111117575",NA,"protein_coding","Eastern oyster","NC_035789.1",22.328197,"four-domain proteases inhibitor-like",NA,1,2198,486,2198,NA,NA,6
"LOC111120642","LOC111120642","LOC111120642",NA,"protein_coding","Eastern oyster","NC_035781.1",22.398916,"collagen alpha-1(XII) chain-like- transcript variant X3",NA,3,5895,1799,5859,NA,NA,11
"LOC111115931","LOC111115931","LOC111115931",NA,"protein_coding","Eastern oyster","NC_035788.1",22.614929,"caveolin-1-like",NA,1,1360,399,1360,NA,NA,2
"LOC111110199","LOC111110199","LOC111110199",NA,"protein_coding","Eastern oyster","NC_035787.1",22.810287,"uncharacterized LOC111110199- transcript variant X2",NA,4,18392,3201,16926,NA,NA,18
"LOC111127858","LOC111127858","LOC111127858",NA,"protein_coding","Eastern oyster","NC_035783.1",23.004128,"uncharacterized LOC111127858",NA,1,16247,909,16247,NA,NA,3
"LOC111118142","LOC111118142","LOC111118142",NA,"protein_coding","Eastern oyster","NC_035781.1",23.11049,"cartilage matrix protein-like",NA,1,4957,627,4957,NA,NA,6
"LOC111118834","LOC111118834","LOC111118834",NA,"protein_coding","Eastern oyster","NC_035781.1",23.133963,"ubiquitin carboxyl-terminal hydrolase 7-like- transcript variant X2",NA,2,25767,3290,25666,NA,NA,32
"LOC111120093","LOC111120093","LOC111120093",NA,"protein_coding","Eastern oyster","NC_035781.1",23.161968,"UPF0602 protein C4orf47 homolog",NA,1,5627,945,5627,NA,NA,7
"LOC111121436","LOC111121436","LOC111121436",NA,"protein_coding","Eastern oyster","NC_035781.1",23.174959,"general vesicular transport factor p115-like",NA,1,13181,2817,13181,NA,NA,23
"LOC111103136","LOC111103136","LOC111103136",NA,"protein_coding","Eastern oyster","NC_035786.1",23.229035,"uncharacterized LOC111103136",NA,1,3381,2301,3381,NA,NA,2
"LOC111130133","LOC111130133","LOC111130133",NA,"protein_coding","Eastern oyster","NC_035783.1",23.289685,"spidroin-2-like",NA,1,1420,711,1420,NA,NA,3
"LOC111118166","LOC111118166","LOC111118166",NA,"protein_coding","Eastern oyster","NC_035781.1",23.346042,"heat shock protein Hsp-16.2-like",NA,1,1622,582,1622,NA,NA,3
"LOC111117667","LOC111117667","LOC111117667",NA,"protein_coding","Eastern oyster","NC_035789.1",23.585652,"multiple epidermal growth factor-like domains protein 10",NA,1,11001,1740,11001,NA,NA,12
"LOC111118790","LOC111118790","LOC111118790",NA,"protein_coding","Eastern oyster","NC_035781.1",23.987954,"uncharacterized LOC111118790- transcript variant X2",NA,6,48053,3498,48053,NA,NA,35
"LOC111124867","LOC111124867","LOC111124867",NA,"protein_coding","Eastern oyster","NC_035780.1",24.475867,"ATP-dependent 6-phosphofructokinase-like- transcript variant X1",NA,2,16672,2486,16672,NA,NA,22
"LOC111125474","LOC111125474","LOC111125474",NA,"protein_coding","Eastern oyster","NC_035782.1",24.497688,"caseinolytic peptidase B protein homolog",NA,1,7270,1875,7270,NA,NA,16
"LOC111131301","LOC111131301","LOC111131301",NA,"protein_coding","Eastern oyster","NC_035783.1",24.584583,"synaptosomal-associated protein 25-like- transcript variant X4",NA,13,38828,657,34210,NA,NA,8
"LOC111128769","LOC111128769","LOC111128769",NA,"protein_coding","Eastern oyster","NC_035780.1",24.815721,"serine protease inhibitor Cvsi-2-like",NA,1,1574,255,1574,NA,NA,3
"LOC111128911","LOC111128911","LOC111128911",NA,"protein_coding","Eastern oyster","NC_035783.1",24.82866,"thyrotropin-releasing hormone receptor-like- transcript variant X2",NA,2,9234,1101,5933,NA,NA,4
"LOC111128747","LOC111128747","LOC111128747",NA,"protein_coding","Eastern oyster","NC_035780.1",24.836054,"pyrroline-5-carboxylate reductase 2-like",NA,1,5784,930,5784,NA,NA,6
"LOC111106216","LOC111106216","LOC111106216",NA,"protein_coding","Eastern oyster","NC_035787.1",25.033365,"uncharacterized LOC111106216- transcript variant X1",NA,2,12536,1068,7564,NA,NA,2
