"Pasted","Symbol","Ensembl Gene ID","Entrez","Type","Species","Chr","Position (Mbp)","Description","percentage_gc_content","transcript_count","genomeSpan","cds_length","transcript_length","FiveUTR","ThreeUTR","nExons"
"LOC111137940","LOC111137940","LOC111137940",NA,"protein_coding","Eastern oyster","NC_035784.1",12.308443,"probable cytochrome P450 49a1",NA,1,12918,1497,12918,NA,NA,9
"LOC111132047","LOC111132047","LOC111132047",NA,"protein_coding","Eastern oyster","NC_035784.1",12.33356,NA,NA,1,6023,1257,6023,NA,NA,9
"LOC111127665","LOC111127665","LOC111127665",NA,"protein_coding","Eastern oyster","NC_035782.1",12.496408,"uncharacterized LOC111127665",NA,1,5994,384,5994,NA,NA,12
"LOC111134613","LOC111134613","LOC111134613",NA,"protein_coding","Eastern oyster","NC_035784.1",12.828339,NA,NA,1,2188,1497,2188,NA,NA,3
"LOC111135319","LOC111135319","LOC111135319",NA,"protein_coding","Eastern oyster","NC_035784.1",12.977206,"probable ubiquitin-conjugating enzyme E2 7",NA,1,9533,507,9533,NA,NA,6
"LOC111128723","LOC111128723","LOC111128723",NA,"protein_coding","Eastern oyster","NC_035783.1",12.992511,"uncharacterized LOC111128723",NA,1,12086,1071,12086,NA,NA,13
"LOC111123057","LOC111123057","LOC111123057",NA,"protein_coding","Eastern oyster","NC_035782.1",13.065332,"uncharacterized LOC111123057",NA,1,832,537,832,NA,NA,3
"LOC111113709","LOC111113709","LOC111113709",NA,"protein_coding","Eastern oyster","NC_035780.1",13.090169,NA,NA,1,11055,1473,11055,NA,NA,6
"LOC111128147","LOC111128147","LOC111128147",NA,"protein_coding","Eastern oyster","NC_035783.1",13.12916,"prisilkin-39-like",NA,1,807,390,807,NA,NA,3
"LOC111120783","LOC111120783","LOC111120783",NA,"protein_coding","Eastern oyster","NC_035781.1",13.174213,"charged multivesicular body protein 5-like",NA,1,1303,666,1303,NA,NA,1
"LOC111121087","LOC111121087","LOC111121087",NA,"protein_coding","Eastern oyster","NC_035781.1",13.214655,"acyl carrier protein- mitochondrial-like",NA,1,3507,450,3507,NA,NA,5
"LOC111104482","LOC111104482","LOC111104482",NA,"protein_coding","Eastern oyster","NC_035786.1",13.496434,"uncharacterized LOC111104482",NA,1,2736,858,2736,NA,NA,3
"LOC111133158","LOC111133158","LOC111133158",NA,"protein_coding","Eastern oyster","NC_035784.1",13.547437,"uncharacterized LOC111133158",NA,1,7175,504,7175,NA,NA,3
"LOC111128886","LOC111128886","LOC111128886",NA,"protein_coding","Eastern oyster","NC_035783.1",13.57449,"uncharacterized LOC111128886",NA,1,9756,735,9756,NA,NA,3
"LOC111118004","LOC111118004","LOC111118004",NA,"protein_coding","Eastern oyster","NC_035781.1",13.791268,"MAP kinase-interacting serine/threonine-protein kinase 1-like- transcript variant X2",NA,3,6848,1441,6263,NA,NA,8
"LOC111118010","LOC111118010","LOC111118010",NA,"protein_coding","Eastern oyster","NC_035781.1",13.873037,"apolipoprotein D-like",NA,1,1664,465,1664,NA,NA,4
"LOC111130884","LOC111130884","LOC111130884",NA,"protein_coding","Eastern oyster","NC_035783.1",13.947978,"zinc transporter 5-like- transcript variant X2",NA,2,15073,2272,15073,NA,NA,16
"LOC111130727","LOC111130727","LOC111130727",NA,"protein_coding","Eastern oyster","NC_035783.1",13.979581,"uncharacterized LOC111130727",NA,1,5347,1338,5347,NA,NA,3
"LOC111101439","LOC111101439","LOC111101439",NA,"protein_coding","Eastern oyster","NC_035785.1",14.09988,"uncharacterized LOC111101439",NA,1,3719,1320,3719,NA,NA,2
"LOC111136607","LOC111136607","LOC111136607",NA,"protein_coding","Eastern oyster","NC_035784.1",14.151598,"N6-adenosine-methyltransferase subunit METTL3-like",NA,1,12438,1665,12438,NA,NA,16
"LOC111120644","LOC111120644","LOC111120644",NA,"protein_coding","Eastern oyster","NC_035781.1",14.171082,"eukaryotic peptide chain release factor GTP-binding subunit ERF3A-like",NA,1,10994,1686,10994,NA,NA,14
"LOC111107512","LOC111107512","LOC111107512",NA,"protein_coding","Eastern oyster","NC_035787.1",14.204134,NA,NA,1,17975,2283,17975,NA,NA,17
"LOC111134058","LOC111134058","LOC111134058",NA,"protein_coding","Eastern oyster","NC_035784.1",14.218676,NA,NA,1,38479,8310,38479,NA,NA,57
"LOC111104055","LOC111104055","LOC111104055",NA,"protein_coding","Eastern oyster","NC_035786.1",14.442019,"ashwin-like- transcript variant X1",NA,5,39846,740,34816,NA,NA,5
"LOC111102798","LOC111102798","LOC111102798",NA,"protein_coding","Eastern oyster","NC_035786.1",14.496686,"snRNA-activating protein complex subunit 1-like",NA,1,1337,999,1337,NA,NA,1
"LOC111103367","LOC111103367","LOC111103367",NA,"protein_coding","Eastern oyster","NC_035786.1",14.603803,NA,NA,1,24360,1425,24360,NA,NA,12
"LOC111127509","LOC111127509","LOC111127509",NA,"protein_coding","Eastern oyster","NC_035782.1",14.718683,"epidermal growth factor receptor-like- transcript variant X2",NA,2,6137,897,6137,NA,NA,6
"LOC111104312","LOC111104312","LOC111104312",NA,"protein_coding","Eastern oyster","NC_035786.1",14.860572,NA,NA,1,18757,1515,18757,NA,NA,12
"LOC111129904","LOC111129904","LOC111129904",NA,"protein_coding","Eastern oyster","NC_035783.1",14.969767,"glutaminyl-peptide cyclotransferase-like- transcript variant X2",NA,2,21004,1035,20070,NA,NA,8
"LOC111135832","LOC111135832","LOC111135832",NA,"protein_coding","Eastern oyster","NC_035784.1",15.028632,"alpha-ketoglutarate-dependent dioxygenase alkB homolog 4-like- transcript variant X1",NA,2,5471,778,3902,NA,NA,3
"LOC111119085","LOC111119085","LOC111119085",NA,"protein_coding","Eastern oyster","NC_035781.1",15.086295,"proton-coupled folate transporter-like",NA,1,1675,1293,1675,NA,NA,2
"LOC111128670","LOC111128670","LOC111128670",NA,"protein_coding","Eastern oyster","NC_035783.1",15.352775,"uncharacterized LOC111128670",NA,1,4695,507,4695,NA,NA,5
"LOC111119403","LOC111119403","LOC111119403",NA,"protein_coding","Eastern oyster","NC_035781.1",15.360291,"transmembrane protein 59-like",NA,1,4171,954,4171,NA,NA,6
"LOC111131115","LOC111131115","LOC111131115",NA,"protein_coding","Eastern oyster","NC_035783.1",15.380939,"hemicentin-1-like- transcript variant X1",NA,4,28888,919,24418,NA,NA,9
"LOC111124829","LOC111124829","LOC111124829",NA,"protein_coding","Eastern oyster","NC_035780.1",15.431548,NA,NA,1,13046,3456,13046,NA,NA,23
"LOC111134317","LOC111134317","LOC111134317",NA,"protein_coding","Eastern oyster","NC_035784.1",15.439375,NA,NA,1,15943,2175,15943,NA,NA,17
"LOC111121287","LOC111121287","LOC111121287",NA,"protein_coding","Eastern oyster","NC_035781.1",15.501804,"uncharacterized LOC111121287",NA,1,25474,4347,25474,NA,NA,31
"LOC111129475","LOC111129475","LOC111129475",NA,"protein_coding","Eastern oyster","NC_035783.1",15.609932,"sex peptide receptor-like- transcript variant X1",NA,2,8480,1200,8328,NA,NA,2
"LOC111118796","LOC111118796","LOC111118796",NA,"protein_coding","Eastern oyster","NC_035781.1",15.717987,"nucleoprotein TPR-like- transcript variant X1",NA,2,31133,7480,31131,NA,NA,62
"LOC111105403","LOC111105403","LOC111105403",NA,"protein_coding","Eastern oyster","NC_035786.1",15.727162,"hemagglutinin/amebocyte aggregation factor-like",NA,1,4236,531,4236,NA,NA,5
"LOC111105521","LOC111105521","LOC111105521",NA,"protein_coding","Eastern oyster","NC_035786.1",15.898103,"rho GTPase-activating protein gacII-like",NA,1,1691,870,1691,NA,NA,2
"LOC111108691","LOC111108691","LOC111108691",NA,"protein_coding","Eastern oyster","NC_035787.1",15.903185,"inter-alpha-trypsin inhibitor heavy chain H3-like- transcript variant X1",NA,2,12440,2634,12324,NA,NA,12
"LOC111134375","LOC111134375","LOC111134375",NA,"protein_coding","Eastern oyster","NC_035784.1",16.146705,"polyadenylate-binding protein 2-B-like",NA,1,12222,681,12222,NA,NA,7
"LOC111121999","LOC111121999","LOC111121999",NA,"protein_coding","Eastern oyster","NC_035781.1",16.170021,"cell wall protein DAN4-like",NA,1,11550,2139,11550,NA,NA,2
"LOC111131153","LOC111131153","LOC111131153",NA,"protein_coding","Eastern oyster","NC_035783.1",16.286962,"T-complex protein 1 subunit delta-like",NA,1,6978,1608,6978,NA,NA,14
"LOC111128663","LOC111128663","LOC111128663",NA,"protein_coding","Eastern oyster","NC_035783.1",16.378577,"uncharacterized LOC111128663- transcript variant X1",NA,2,4060,681,2639,NA,NA,2
"LOC111131131","LOC111131131","LOC111131131",NA,"protein_coding","Eastern oyster","NC_035783.1",16.397647,"uncharacterized LOC111131131",NA,1,1404,690,1404,NA,NA,3
"LOC111120685","LOC111120685","LOC111120685",NA,"protein_coding","Eastern oyster","NC_035780.1",16.622318,"MAM and LDL-receptor class A domain-containing protein 1-like",NA,1,18377,1986,18377,NA,NA,23
"LOC111136645","LOC111136645","LOC111136645",NA,"protein_coding","Eastern oyster","NC_035784.1",16.628226,"uncharacterized LOC111136645- transcript variant X2",NA,2,3807,783,2757,NA,NA,6
"LOC111129112","LOC111129112","LOC111129112",NA,"protein_coding","Eastern oyster","NC_035783.1",16.655724,"RNA-binding protein 25-like- transcript variant X2",NA,2,11036,2324,11036,NA,NA,18
"LOC111128279","LOC111128279","LOC111128279",NA,"protein_coding","Eastern oyster","NC_035783.1",16.787431,"protein prenyltransferase alpha subunit repeat-containing protein 1-like- transcript variant X1",NA,2,12892,1200,10570,NA,NA,8
"LOC111134475","LOC111134475","LOC111134475",NA,"protein_coding","Eastern oyster","NC_035784.1",16.861832,"RNA-binding protein 8A-like",NA,1,4351,498,4351,NA,NA,6
"LOC111129270","LOC111129270","LOC111129270",NA,"protein_coding","Eastern oyster","NC_035783.1",16.960998,"proline-rich protein PRCC-like",NA,1,22682,1230,22682,NA,NA,9
"LOC111131263","LOC111131263","LOC111131263",NA,"protein_coding","Eastern oyster","NC_035783.1",16.998785,"uncharacterized LOC111131263- transcript variant X2",NA,3,5259,885,5259,NA,NA,3
"LOC111136085","LOC111136085","LOC111136085",NA,"protein_coding","Eastern oyster","NC_035780.1",17.123819,"CCR4-NOT transcription complex subunit 4-like- transcript variant X1",NA,3,14825,1981,14825,NA,NA,20
"LOC111105313","LOC111105313","LOC111105313",NA,"protein_coding","Eastern oyster","NC_035780.1",17.144789,"MAM and LDL-receptor class A domain-containing protein 1-like",NA,1,4645,1665,4645,NA,NA,8
"LOC111113014","LOC111113014","LOC111113014",NA,"protein_coding","Eastern oyster","NC_035780.1",17.150399,"cylicin-2-like",NA,1,3835,1086,3835,NA,NA,3
"LOC111127605","LOC111127605","LOC111127605",NA,"protein_coding","Eastern oyster","NC_035782.1",17.525254,"erythrocyte band 7 integral membrane protein-like- transcript variant X2",NA,3,7871,857,7497,NA,NA,9
"LOC111127581","LOC111127581","LOC111127581",NA,"protein_coding","Eastern oyster","NC_035782.1",17.602762,"organic cation transporter protein-like- transcript variant X1",NA,2,5622,1518,5622,NA,NA,9
"LOC111135254","LOC111135254","LOC111135254",NA,"protein_coding","Eastern oyster","NC_035784.1",17.604912,"heat shock factor protein-like",NA,1,13540,1509,13540,NA,NA,14
"LOC111131651","LOC111131651","LOC111131651",NA,"protein_coding","Eastern oyster","NC_035783.1",17.707427,"gigasin-6-like- transcript variant X1",NA,2,3098,1642,3098,NA,NA,6
"LOC111131686","LOC111131686","LOC111131686",NA,"protein_coding","Eastern oyster","NC_035783.1",17.714509,"beta-lactamase-like protein 3",NA,1,5965,1596,5965,NA,NA,5
"LOC111133359","LOC111133359","LOC111133359",NA,"protein_coding","Eastern oyster","NC_035784.1",17.809776,"protein NipSnap-like- transcript variant X3",NA,3,14652,896,14335,NA,NA,10
"LOC111120071","LOC111120071","LOC111120071",NA,"protein_coding","Eastern oyster","NC_035781.1",17.820661,"tektin-3-like- transcript variant X3",NA,3,10699,1524,8762,NA,NA,7
"LOC111131306","LOC111131306","LOC111131306",NA,"protein_coding","Eastern oyster","NC_035783.1",17.889526,"ectonucleoside triphosphate diphosphohydrolase 1-like- transcript variant X3",NA,5,11420,1384,7932,NA,NA,7
"LOC111121541","LOC111121541","LOC111121541",NA,"protein_coding","Eastern oyster","NC_035781.1",18.093162,"DNA-binding protein inhibitor ID-2-A-like",NA,1,1848,459,1848,NA,NA,4
"LOC111127036","LOC111127036","LOC111127036",NA,"protein_coding","Eastern oyster","NC_035782.1",18.105012,"uncharacterized LOC111127036",NA,1,2621,342,2621,NA,NA,3
"LOC111120879","LOC111120879","LOC111120879",NA,"protein_coding","Eastern oyster","NC_035781.1",18.111093,"transcription factor BTF3 homolog 4-like",NA,1,4640,465,4640,NA,NA,7
"LOC111123024","LOC111123024","LOC111123024",NA,"protein_coding","Eastern oyster","NC_035782.1",18.208399,NA,NA,1,30372,2301,30372,NA,NA,20
"LOC111110860","LOC111110860","LOC111110860",NA,"protein_coding","Eastern oyster","NC_035788.1",18.402801,NA,NA,1,47143,3297,47143,NA,NA,23
"LOC111122935","LOC111122935","LOC111122935",NA,"protein_coding","Eastern oyster","NC_035782.1",18.443356,"UPF0462 protein C4orf33 homolog",NA,1,2461,663,2461,NA,NA,6
"LOC111135286","LOC111135286","LOC111135286",NA,"protein_coding","Eastern oyster","NC_035784.1",18.498145,"conserved oligomeric Golgi complex subunit 4-like",NA,1,9889,2274,9889,NA,NA,21
"LOC111135729","LOC111135729","LOC111135729",NA,"protein_coding","Eastern oyster","NC_035784.1",18.561054,"uncharacterized LOC111135729- transcript variant X2",NA,3,15880,3444,9913,NA,NA,6
"LOC111136648","LOC111136648","LOC111136648",NA,"protein_coding","Eastern oyster","NC_035784.1",18.579326,"TBC1 domain family member 10A-like",NA,1,8843,1149,8843,NA,NA,9
"LOC111112477","LOC111112477","LOC111112477",NA,"protein_coding","Eastern oyster","NC_035788.1",18.812289,"mucin-5AC-like",NA,1,12951,6624,12951,NA,NA,4
"LOC111127402","LOC111127402","LOC111127402",NA,"protein_coding","Eastern oyster","NC_035782.1",18.852261,NA,NA,1,11227,1824,11227,NA,NA,18
"LOC111133865","LOC111133865","LOC111133865",NA,"protein_coding","Eastern oyster","NC_035784.1",18.857578,"uncharacterized LOC111133865",NA,1,7947,1305,7947,NA,NA,9
"LOC111132861","LOC111132861","LOC111132861",NA,"protein_coding","Eastern oyster","NC_035784.1",18.866665,"zinc transporter ZIP12-like",NA,1,12991,1065,12991,NA,NA,10
"LOC111128503","LOC111128503","LOC111128503",NA,"protein_coding","Eastern oyster","NC_035783.1",18.968365,"transmembrane protein 179B-like",NA,1,5937,678,5937,NA,NA,5
"LOC111129291","LOC111129291","LOC111129291",NA,"protein_coding","Eastern oyster","NC_035783.1",18.974818,"transmembrane protein 179B-like",NA,1,5797,654,5797,NA,NA,5
"LOC111113585","LOC111113585","LOC111113585",NA,"protein_coding","Eastern oyster","NC_035788.1",19.100705,"FMRFamide receptor-like",NA,1,7420,1584,7420,NA,NA,6
"LOC111128238","LOC111128238","LOC111128238",NA,"protein_coding","Eastern oyster","NC_035783.1",19.13466,"cholecystokinin receptor type A-like",NA,1,3201,1104,3201,NA,NA,2
"LOC111128292","LOC111128292","LOC111128292",NA,"protein_coding","Eastern oyster","NC_035783.1",19.22643,"mitogen-activated protein kinase-binding protein 1-like- transcript variant X2",NA,8,35746,5420,35100,NA,NA,34
"LOC111128053","LOC111128053","LOC111128053",NA,"protein_coding","Eastern oyster","NC_035783.1",19.963028,"uncharacterized LOC111128053",NA,1,2054,702,2054,NA,NA,2
"LOC111131751","LOC111131751","LOC111131751",NA,"protein_coding","Eastern oyster","NC_035783.1",19.970561,"zinc finger protein 318-like- transcript variant X3",NA,3,8909,4855,8906,NA,NA,7
"LOC111130585","LOC111130585","LOC111130585",NA,"protein_coding","Eastern oyster","NC_035783.1",20.144602,"uncharacterized LOC111130585- transcript variant X1",NA,2,4336,1914,4058,NA,NA,2
"LOC111128846","LOC111128846","LOC111128846",NA,"protein_coding","Eastern oyster","NC_035783.1",20.153332,"uncharacterized LOC111128846",NA,1,3846,1971,3846,NA,NA,2
"LOC111103542","LOC111103542","LOC111103542",NA,"protein_coding","Eastern oyster","NC_035780.1",20.176218,"VWFA and cache domain-containing protein 1-like",NA,1,17179,3414,17179,NA,NA,24
"LOC111127805","LOC111127805","LOC111127805",NA,"protein_coding","Eastern oyster","NC_035783.1",20.478654,"uncharacterized LOC111127805- transcript variant X2",NA,2,1830,765,1824,NA,NA,4
"LOC111126343","LOC111126343","LOC111126343",NA,"protein_coding","Eastern oyster","NC_035782.1",20.511155,"CD63 antigen-like",NA,1,9352,828,9352,NA,NA,9
"LOC111118916","LOC111118916","LOC111118916",NA,"protein_coding","Eastern oyster","NC_035781.1",20.56383,NA,NA,1,26854,5904,26854,NA,NA,40
"LOC111127212","LOC111127212","LOC111127212",NA,"protein_coding","Eastern oyster","NC_035782.1",20.649758,"glycine-rich cell wall structural protein-like- transcript variant X1",NA,2,1861,573,1847,NA,NA,5
"LOC111136067","LOC111136067","LOC111136067",NA,"protein_coding","Eastern oyster","NC_035780.1",20.871973,"membrane-bound O-acyltransferase domain-containing protein 2-like",NA,1,14499,1428,14499,NA,NA,12
"LOC111123830","LOC111123830","LOC111123830",NA,"protein_coding","Eastern oyster","NC_035782.1",20.96701,"ring-infected erythrocyte surface antigen-like",NA,1,1391,486,1391,NA,NA,1
"LOC111120619","LOC111120619","LOC111120619",NA,"protein_coding","Eastern oyster","NC_035781.1",21.026211,"probable 60S ribosomal protein L37-A",NA,1,6336,306,6336,NA,NA,4
"LOC111132210","LOC111132210","LOC111132210",NA,"protein_coding","Eastern oyster","NC_035784.1",21.066046,"transcriptional regulator ERG homolog",NA,1,5538,726,5538,NA,NA,4
"LOC111123251","LOC111123251","LOC111123251",NA,"protein_coding","Eastern oyster","NC_035782.1",21.424273,"prion-like-(Q/N-rich) domain-bearing protein 25",NA,1,11329,855,11329,NA,NA,21
"LOC111120173","LOC111120173","LOC111120173",NA,"protein_coding","Eastern oyster","NC_035781.1",21.470062,"putative nuclease HARBI1",NA,1,768,768,768,NA,NA,1
"LOC111120083","LOC111120083","LOC111120083",NA,"protein_coding","Eastern oyster","NC_035781.1",21.480462,NA,NA,1,51876,1443,51876,NA,NA,10
"LOC111131602","LOC111131602","LOC111131602",NA,"protein_coding","Eastern oyster","NC_035783.1",21.53659,"uncharacterized LOC111131602",NA,1,3132,528,3132,NA,NA,3
"LOC111137411","LOC111137411","LOC111137411",NA,"protein_coding","Eastern oyster","NC_035784.1",21.654699,"ganglioside-induced differentiation-associated protein 1-like",NA,1,4704,969,4704,NA,NA,5
"LOC111133807","LOC111133807","LOC111133807",NA,"protein_coding","Eastern oyster","NC_035784.1",21.663872,"uncharacterized protein C20orf24 homolog- transcript variant X1",NA,2,8295,356,5668,NA,NA,4
"LOC111137552","LOC111137552","LOC111137552",NA,"protein_coding","Eastern oyster","NC_035784.1",21.673419,"DDB1- and CUL4-associated factor 11-like- transcript variant X2",NA,3,17614,1673,17605,NA,NA,19
"LOC111120180","LOC111120180","LOC111120180",NA,"protein_coding","Eastern oyster","NC_035781.1",21.861181,"pollen-specific leucine-rich repeat extensin-like protein 1",NA,1,1924,1011,1924,NA,NA,3
"LOC111119193","LOC111119193","LOC111119193",NA,"protein_coding","Eastern oyster","NC_035781.1",21.931416,"pancreatic triacylglycerol lipase-like- transcript variant X2",NA,2,60421,1095,60338,NA,NA,8
"LOC111137415","LOC111137415","LOC111137415",NA,"protein_coding","Eastern oyster","NC_035784.1",22.068023,NA,NA,1,6755,2496,6755,NA,NA,8
"LOC111119162","LOC111119162","LOC111119162",NA,"protein_coding","Eastern oyster","NC_035781.1",22.102783,"radial spoke head 10 homolog B-like- transcript variant X1",NA,3,43419,2469,38431,NA,NA,19
"LOC111119400","LOC111119400","LOC111119400",NA,"protein_coding","Eastern oyster","NC_035781.1",22.194518,"adhesion G protein-coupled receptor L3-like",NA,1,14962,2577,14962,NA,NA,19
"LOC111134232","LOC111134232","LOC111134232",NA,"protein_coding","Eastern oyster","NC_035784.1",22.208145,"ankyrin repeat and protein kinase domain-containing protein 1-like",NA,1,2432,1182,2432,NA,NA,2
"LOC111121220","LOC111121220","LOC111121220",NA,"protein_coding","Eastern oyster","NC_035781.1",22.240769,"ferric-chelate reductase 1-like- transcript variant X3",NA,3,51320,3051,38363,NA,NA,20
"LOC111121221","LOC111121221","LOC111121221",NA,"protein_coding","Eastern oyster","NC_035781.1",22.290855,"uncharacterized LOC111121221",NA,1,5076,459,5076,NA,NA,3
"LOC111120642","LOC111120642","LOC111120642",NA,"protein_coding","Eastern oyster","NC_035781.1",22.398916,"collagen alpha-1(XII) chain-like- transcript variant X3",NA,3,5895,1799,5859,NA,NA,11
"LOC111120183","LOC111120183","LOC111120183",NA,"protein_coding","Eastern oyster","NC_035781.1",22.582074,"glutathione peroxidase-like",NA,1,14406,519,14406,NA,NA,6
"LOC111112764","LOC111112764","LOC111112764",NA,"protein_coding","Eastern oyster","NC_035780.1",22.606615,"metalloproteinase inhibitor 3-like",NA,1,3087,645,3087,NA,NA,5
"LOC111115931","LOC111115931","LOC111115931",NA,"protein_coding","Eastern oyster","NC_035788.1",22.614929,"caveolin-1-like",NA,1,1360,399,1360,NA,NA,2
"LOC111136474","LOC111136474","LOC111136474",NA,"protein_coding","Eastern oyster","NC_035784.1",22.625061,"receptor-transporting protein 3-like",NA,1,8878,747,8878,NA,NA,4
"LOC111124121","LOC111124121","LOC111124121",NA,"protein_coding","Eastern oyster","NC_035782.1",22.668691,"uncharacterized LOC111124121",NA,1,12226,834,12226,NA,NA,7
"LOC111118088","LOC111118088","LOC111118088",NA,"protein_coding","Eastern oyster","NC_035781.1",22.889848,"NKAP family protein CG6066-like- transcript variant X2",NA,2,6054,1146,5842,NA,NA,3
"LOC111120513","LOC111120513","LOC111120513",NA,"protein_coding","Eastern oyster","NC_035781.1",22.942065,"rab11 family-interacting protein 4B-like- transcript variant X2",NA,5,28229,1007,24214,NA,NA,12
"LOC111127858","LOC111127858","LOC111127858",NA,"protein_coding","Eastern oyster","NC_035783.1",23.004128,"uncharacterized LOC111127858",NA,1,16247,909,16247,NA,NA,3
"LOC111137389","LOC111137389","LOC111137389",NA,"protein_coding","Eastern oyster","NC_035784.1",23.043412,"tyrosinase-like protein 1- transcript variant X1",NA,2,6577,2184,6352,NA,NA,4
"LOC111118834","LOC111118834","LOC111118834",NA,"protein_coding","Eastern oyster","NC_035781.1",23.133963,"ubiquitin carboxyl-terminal hydrolase 7-like- transcript variant X2",NA,2,25767,3290,25666,NA,NA,32
"LOC111130133","LOC111130133","LOC111130133",NA,"protein_coding","Eastern oyster","NC_035783.1",23.289685,"spidroin-2-like",NA,1,1420,711,1420,NA,NA,3
"LOC111111824","LOC111111824","LOC111111824",NA,"protein_coding","Eastern oyster","NC_035780.1",23.677695,"ovomucoid-like",NA,1,2226,231,2226,NA,NA,3
"LOC111129561","LOC111129561","LOC111129561",NA,"protein_coding","Eastern oyster","NC_035783.1",24.092456,"uncharacterized LOC111129561",NA,1,15594,1869,15594,NA,NA,16
"LOC111115041","LOC111115041","LOC111115041",NA,"protein_coding","Eastern oyster","NC_035788.1",24.421108,"probable serine/threonine-protein kinase tsuA",NA,1,9017,1287,9017,NA,NA,3
"LOC111105971","LOC111105971","LOC111105971",NA,"protein_coding","Eastern oyster","NC_035780.1",24.516635,"solute carrier family 13 member 2-like",NA,1,17393,1923,17393,NA,NA,15
"LOC111123056","LOC111123056","LOC111123056",NA,"protein_coding","Eastern oyster","NC_035782.1",24.611947,"UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit-like- transcript variant X1",NA,3,14363,2775,11590,NA,NA,20
"LOC111105249","LOC111105249","LOC111105249",NA,"protein_coding","Eastern oyster","NC_035780.1",24.611969,"oxidation resistance protein 1-like- transcript variant X1",NA,3,26974,2953,26974,NA,NA,17
"LOC111128769","LOC111128769","LOC111128769",NA,"protein_coding","Eastern oyster","NC_035780.1",24.815721,"serine protease inhibitor Cvsi-2-like",NA,1,1574,255,1574,NA,NA,3
"LOC111128911","LOC111128911","LOC111128911",NA,"protein_coding","Eastern oyster","NC_035783.1",24.82866,"thyrotropin-releasing hormone receptor-like- transcript variant X2",NA,2,9234,1101,5933,NA,NA,4
"LOC111128747","LOC111128747","LOC111128747",NA,"protein_coding","Eastern oyster","NC_035780.1",24.836054,"pyrroline-5-carboxylate reductase 2-like",NA,1,5784,930,5784,NA,NA,6
"LOC111131533","LOC111131533","LOC111131533",NA,"protein_coding","Eastern oyster","NC_035783.1",24.904612,"universal stress protein YxiE-like",NA,1,8475,501,8475,NA,NA,4
"LOC111106216","LOC111106216","LOC111106216",NA,"protein_coding","Eastern oyster","NC_035787.1",25.033365,"uncharacterized LOC111106216- transcript variant X1",NA,2,12536,1068,7564,NA,NA,2
"LOC111137971","LOC111137971","LOC111137971",NA,"protein_coding","Eastern oyster","NC_035784.1",25.082208,"uncharacterized LOC111137971- transcript variant X2",NA,2,11102,1236,10434,NA,NA,9
"LOC111109578","LOC111109578","LOC111109578",NA,"protein_coding","Eastern oyster","NC_035787.1",25.193352,"3-hydroxyacyl-CoA dehydrogenase type-2-like",NA,1,3643,783,3643,NA,NA,5
"LOC111102058","LOC111102058","LOC111102058",NA,"protein_coding","Eastern oyster","NC_035785.1",25.56759,"myeloperoxidase-like",NA,1,9921,1788,9921,NA,NA,11
"LOC111106643","LOC111106643","LOC111106643",NA,"protein_coding","Eastern oyster","NC_035780.1",25.603967,"MAM and LDL-receptor class A domain-containing protein 1-like",NA,1,25933,2874,25933,NA,NA,24
"LOC111118957","LOC111118957","LOC111118957",NA,"protein_coding","Eastern oyster","NC_035781.1",25.702923,"mitotic spindle assembly checkpoint protein MAD2A-like- transcript variant X1",NA,2,11462,604,8421,NA,NA,5
"LOC111138268","LOC111138268","LOC111138268",NA,"protein_coding","Eastern oyster","NC_035784.1",26.04715,"Fanconi anemia group A protein homolog",NA,1,44309,2028,44309,NA,NA,26
"LOC111119579","LOC111119579","LOC111119579",NA,"protein_coding","Eastern oyster","NC_035781.1",26.059321,"kelch-like protein 6- transcript variant X1",NA,2,4781,1689,4686,NA,NA,3
"LOC111120773","LOC111120773","LOC111120773",NA,"protein_coding","Eastern oyster","NC_035781.1",26.108598,"cGMP-dependent protein kinase 1-like- transcript variant X1",NA,3,37109,2349,30248,NA,NA,18
"LOC111138225","LOC111138225","LOC111138225",NA,"protein_coding","Eastern oyster","NC_035784.1",26.141458,"growth hormone secretagogue receptor type 1-like",NA,1,9328,1158,9328,NA,NA,2
"LOC111120774","LOC111120774","LOC111120774",NA,"protein_coding","Eastern oyster","NC_035781.1",26.186629,"cytosolic Fe-S cluster assembly factor narfl-like- transcript variant X2",NA,3,6732,1401,6434,NA,NA,9
"LOC111121369","LOC111121369","LOC111121369",NA,"protein_coding","Eastern oyster","NC_035781.1",26.246032,"rhodopsin-like- transcript variant X1",NA,2,43779,1146,27508,NA,NA,3
"LOC111129817","LOC111129817","LOC111129817",NA,"protein_coding","Eastern oyster","NC_035783.1",26.822544,"uncharacterized LOC111129817- transcript variant X4",NA,4,16914,2654,16574,NA,NA,5
"LOC111133570","LOC111133570","LOC111133570",NA,"protein_coding","Eastern oyster","NC_035784.1",26.852976,"A disintegrin and metalloproteinase with thrombospondin motifs 15-like",NA,1,9553,3723,9553,NA,NA,26
"LOC111133585","LOC111133585","LOC111133585",NA,"protein_coding","Eastern oyster","NC_035784.1",26.879508,"uncharacterized LOC111133585- transcript variant X1",NA,2,8695,1498,8695,NA,NA,12
"LOC111117935","LOC111117935","LOC111117935",NA,"protein_coding","Eastern oyster","NC_035780.1",26.986116,"uncharacterized LOC111117935- transcript variant X2",NA,2,14596,879,14596,NA,NA,8
